"Data Source","World Development Indicators",

"Last Updated Date","2017-09-18",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Trinidad and Tobago","TTO","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.417556345462799","","","","","0.26227679848671","","","","","0.444900006055832","","","","","0.453599989414215","","","","","0.726400017738342","0.672999978065491","","","1.04330003261566","","","","","","0.7200000286","0.7315999866","","0.6577000022","0.7879999876","0.943","0.761","0.753","0.939","0.926","1.006","0.97","0.825","0.808","","","1.222","1.179","","","1.175","","","","","","",
"Tunisia","TUN","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.0997393950819969","","","","","0.125054001808167","","","","","0.168500006198883","","","","","0.16949999332428","","","","","0.270700007677078","0.274599999189377","","","","","0.460900008678436","","","","0.537","0.535","0.593","0.598","0.597","0.654","0.667","0.689","0.718","0.744","0.767","0.794","0.807","0.824","1.331","0.933","","1.025","1.162","1.191","1.222","","","","1.648","","",
"Turkey","TUR","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.3","0.3","0.4","0.4","0.3","0.4","0.4","0.4","0.4","0.4","0.4","0.5","0.5","0.5","0.5","0.5","0.6","0.6","0.6","0.6","0.6","0.6","0.7","0.7","0.7","0.7","0.7","0.7","0.8","0.9","0.938","0.97","1.021","1.077","1.143","1.185","1.193","1.22","1.261","1.316","1.348","1.399","1.412","1.43","1.45","1.486","1.521","1.559","1.609","1.665","1.707","1.714","1.734","1.755","1.749","","",
"Tuvalu","TUV","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.63","1.043","","","","","1.022","1.224","1.091","","","","","","",
"Tanzania","TZA","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.054875060915947","0.0395393632352352","","","","0.0453272201120853","","","","","0.043699998408556","","","","","0.0443000011146069","","","","","","","","","0.0388999991118908","0.0353999994695187","","0.0388000011444092","","","","","","","0.0419000015","0.041","","","","","","","0.023","","","","0.007","","","","0.008","","0.03","","","","",
"Uganda","UGA","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.0737579986453056","","","","","0.0902199596166611","","","","","0.108499996364117","","","","","0.107500001788139","","","","","","0.0467000007629395","0.0458000004291534","","0.0441000014543533","","","","","0.044599998742342","","","","0.0399999991","","","","","","","","","0.047","","0.081","0.12","","","","","0.117","","","","","","",
"Ukraine","UKR","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","3.51460003852844","3.63089990615845","3.74070000648499","3.82010006904602","3.90919995307922","4.0019998550415","4.06020021438599","4.14300012588501","4.2003002166748","4.2746000289917","4.2895002365","4.3452000618","4.2971000671","4.3418002129","4.3141999245","4.407","2.992","2.97","2.99","2.986","2.978","","","2.951","","","3.1254","","","","3.494","3.495","3.501","3.506","3","","",
"Upper middle income","UMC","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.36152887981482","","","","","","","","","","1.55322233444714","","","","","","","","","","","","1.9646367662207","","","","",
"Uruguay","URY","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","1.06382977962494","","","","","1.13627922534943","","","","","1.09329998493195","","","","","1.11129999160767","","","","","","1.99660003185272","","","1.92569994926453","1.94749999046326","","","","","3.6800000668","","3.2260000706","","","3.56","3.703","","","3.745","","","3.721","","","","","4.181","3.938","","3.736","","","","","","",
"United States","USA","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","1.1","","","","","1.2","","","","","1.2","","","","","1.3","1.3","1.3","1.4","1.4","1.5","1.5","1.6","1.6","","1.7","1.7","1.8","1.8","1.8","1.8","1.9","1.9","1.9","","2.428","2","2.1","2.1","2.2","2.583","2.2","2.3","","2.704","","2.402","2.41","2.416","2.422","2.429","2.458","2.492","2.554","","","",
"Uzbekistan","UZB","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","2.66910004615784","","","","","2.69440007209778","3.25460004806519","3.31920003890991","3.36350011825562","3.38560009002686","3.3875000477","3.4249999523","3.3210000992","3.3378000259","3.2950000763","3.239","3.171","3.115","3.085","2.975","2.946","2.885","","2.745","","2.65","","2.617","","2.561","2.614","2.576","2.518","2.479","2.451","","",
"St. Vincent and the Grenadines","VCT","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.100000001490116","","","","","","","","","","0.181799992918968","","","","","","","","","","","","","","0.266299992799759","","","","","","0.4600000083","0.1345999986","","","","0.46","","0.935","","","0.825","0.574","","","","","","","","","","","","","","","",
"Venezuela, RB","VEN","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.665655076503754","","","","","0.815152823925018","","","","","0.883400022983551","","","","0.90420001745224","0.90420001745224","0.903999984264374","","","","0.829599976539612","0.995700001716614","0.833299994468689","","1.43579995632172","1.19620001316071","1.39919996261597","1.40110003948212","1.59969997406006","1.69539999961853","1.5643999577","","","","","1.94","","","","","","1.925","","","","","","","","","","","","","","","",
"British Virgin Islands","VGB","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.6499999762","","","","","1.645","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","0.240899994969368","0.246999993920326","","","","","1.05599999427795","","","0.390899986028671","0.4038999975","0.4065999985","0.4372000098","","","","","0.569","0.48","0.515","","0.522","0.549","","","1.201","1.196","1.208","1.237","1.124","1.127","1.152","1.266","1.18","","","",
"Vanuatu","VUT","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.276923090219498","","","","","","","","","","0.30120000243187","","","","","","","","","","0.191200003027916","0.18860000371933","","","","","0.203799992799759","","","0.125400006771088","","0.0989999995","","","","","","0.114","","","","","","","0.147","","","0.118","0.115","","0.116","","0.186","","","","",
"World","WLD","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.25905106210603","","","","","","","","","","1.28910088070082","","","","","","","","","","","","1.49811008100785","","","","",
"Samoa","WSM","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.44144144654274","","","","","","","","","","0.350100010633469","","","","","","","","","","0.361299991607666","0.404300004243851","","","","","0.279500007629395","","","0.207399994134903","","","0.3646999896","","","","0.344","","0.33","0.691","","","","0.281","","0.278","","","0.463","","0.479","","","","","","",
"Kosovo","XKX","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.0234419666230679","","","","","0.0316618159413338","","","","","0.0286999996751547","","","","","","","","","","","0.14470000565052","","","","0.171299993991852","","","","","0.0070000002","","","","","0.247","0.23","0.233","0.2","","","0.219","","","0.338","","","","0.31","0.31","","","","","0.311","","",
"South Africa","ZAF","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","0.487948775291443","","","","","","","","","","0.538600027561188","","","0.551199972629547","","","","","","","","","0.612600028514862","","","","","0.6243000031","","","","0.593","","","","","","","","0.731","","","","","","0.728","0.715","0.725","0.742","0.756","0.767","",
"Zambia","ZMB","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.106972299516201","","","","","0.0877144411206245","","","","","0.0732999965548515","","","","","0.0741999968886375","","","","","0.0755999982357025","0.126399993896484","","0.139500007033348","","0.140900000929832","","","","","0.0916000009","","","","","0.069","","","","","","","","","0.128","0.054","0.052","","0.061","0.059","0.06","0.161","0.162","","","","",
"Zimbabwe","ZWE","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.202096208930016","","","","","0.124799996614456","","","","","0.161500006914139","","","","","0.157800003886223","","","","","0.160899996757507","0.13850000500679","","","","0.162499994039536","","0.134800001978874","","","0.126","","","","","0.14","","","","","","","0.057","","0.162","","","0.05","0.055","0.06","0.066","0.074","","","","","",
